,mass_wrt_earth,radius_wrt_earth,planet_type
745,5.74,2.222,Neptune-like
746,9.18,2.926,Neptune-like
747,15.1,3.9269999999999996,Neptune-like
748,537.42,13.2,Gas Giant
749,47.699999999999996,7.7219999999999995,Gas Giant
750,2553.54,12.32,Gas Giant
751,25.74423,5.368,Neptune-like
752,291.288,13.64,Gas Giant
753,697.692,13.09,Gas Giant
754,1011.24,12.87,Gas Giant
755,6401.339999999999,11.88,Gas Giant
756,12.214,3.465,Neptune-like
757,535.83,13.2,Gas Giant
758,2982.62376,12.32,Gas Giant
759,807.72,12.979999999999999,Gas Giant
760,6.3566,2.354,Neptune-like
761,203.52,13.86,Gas Giant
762,171.72,13.97,Gas Giant
763,10.50968,3.1679999999999997,Neptune-like
764,3117.12504,12.21,Gas Giant
765,127.2,13.75,Gas Giant
766,1102.63002,12.87,Gas Giant
767,2960.6277,12.32,Gas Giant
768,19.7,3.487,Neptune-like
769,98.58,11.88,Gas Giant
770,95.39999999999999,11.66,Gas Giant
771,143.1,14.08,Gas Giant
772,321.18,13.53,Gas Giant
773,24.1,2.552,Neptune-like
774,265.848,13.64,Gas Giant
775,166.314,13.97,Gas Giant
776,632.82,13.09,Gas Giant
777,1081.2,12.87,Gas Giant
778,477.0,13.309999999999999,Gas Giant
779,9267.62982,11.66,Gas Giant
780,8.5,2.794,Neptune-like
781,7.0,2.497,Neptune-like
782,359.34,12.43,Gas Giant
783,16.46,4.125,Neptune-like
784,1727.7576000000001,12.54,Gas Giant
785,572.4,13.2,Gas Giant
786,19.069,4.499,Neptune-like
787,631.23,13.09,Gas Giant
788,985.8000000000001,12.87,Gas Giant
789,2970.47616,12.32,Gas Giant
790,10.0,3.344,Neptune-like
791,8.0,3.135,Neptune-like
792,2.8,2.9370000000000003,Neptune-like
793,112.26036,12.76,Gas Giant
794,660.3556199999999,13.09,Gas Giant
795,13.5,3.6740000000000004,Neptune-like
796,178.08,13.86,Gas Giant
797,16.9,4.191,Neptune-like
798,24.0,5.159,Neptune-like
799,666.528,13.09,Gas Giant
800,3581.9551800000004,12.21,Gas Giant
801,1265.64,12.76,Gas Giant
802,1011.24,12.87,Gas Giant
803,3975.0,12.100000000000001,Gas Giant
804,2703.0,12.32,Gas Giant
805,820.44,12.979999999999999,Gas Giant
806,251.22,13.64,Gas Giant
807,42.888659999999994,7.260000000000001,Gas Giant
808,435.66,13.309999999999999,Gas Giant
809,11.66,3.366,Neptune-like
810,14.44,3.8169999999999997,Neptune-like
811,508.48199999999997,13.309999999999999,Gas Giant
812,386.05199999999996,13.42,Gas Giant
813,5692.2,11.88,Gas Giant
816,323.40599999999995,16.994999999999997,Gas Giant
817,3498.0,14.190000000000001,Gas Giant
818,7.42,1.72,Super Earth
819,1111.092,12.87,Gas Giant
820,2377.07226,12.43,Gas Giant
821,2480.4,12.32,Gas Giant
822,2000.22,12.54,Gas Giant
823,1554.3871800000002,12.649999999999999,Gas Giant
824,17.20043,4.235,Neptune-like
825,4843.62018,11.99,Gas Giant
826,73.14,9.933,Gas Giant
827,123.49529999999999,13.53,Gas Giant
828,435.66,13.309999999999999,Gas Giant
829,34.2,6.3469999999999995,Neptune-like
830,647.448,13.09,Gas Giant
831,8904.0,13.75,Gas Giant
832,4038.6,16.06,Gas Giant
833,1.93,1.21,Super Earth
834,5.33,2.17,Neptune-like
835,10.61,3.19,Neptune-like
836,14.03,3.7620000000000005,Neptune-like
837,473.1204,13.309999999999999,Gas Giant
838,178.08,13.86,Gas Giant
839,232.14,13.75,Gas Giant
840,14.4,2.453,Super Earth
841,2.7,1.45,Super Earth
842,2.4,1.35,Super Earth
843,4.8,2.04,Super Earth
844,4.77,2.03,Super Earth
845,165.36,13.97,Gas Giant
846,3148.2000000000003,12.21,Gas Giant
847,397.5,13.42,Gas Giant
848,445.2,13.309999999999999,Gas Giant
849,232.14,15.29,Gas Giant
850,153.1806,13.97,Gas Giant
851,410.22,13.42,Gas Giant
852,574.944,13.2,Gas Giant
853,1761.72,12.54,Gas Giant
854,213.06,13.75,Gas Giant
855,13.0,3.597,Neptune-like
856,162.18,13.97,Gas Giant
857,760.0200000000001,12.979999999999999,Gas Giant
858,1774.44,12.54,Gas Giant
859,1113.0,12.87,Gas Giant
860,9.51349,2.992,Neptune-like
861,8.83,1.745,Super Earth
862,19.95,4.62,Neptune-like
863,65.93412,9.35,Gas Giant
864,6232.62828,11.88,Gas Giant
865,1.819,1.19,Super Earth
866,1.72,1.17,Super Earth
867,2.801,1.48,Super Earth
868,2.877,1.51,Super Earth
869,6.3566,2.354,Neptune-like
870,104.94000000000001,12.21,Gas Giant
871,400.68,13.42,Gas Giant
872,706.914,13.09,Gas Giant
873,10.26,3.1239999999999997,Neptune-like
874,9.44,2.9810000000000003,Neptune-like
875,333.90000000000003,13.53,Gas Giant
876,181.26,13.86,Gas Giant
877,8.23,2.75,Neptune-like
878,17.37,4.257,Neptune-like
879,413.40000000000003,13.42,Gas Giant
880,826.8000000000001,12.979999999999999,Gas Giant
881,3.7,0.892,Super Earth
882,4405.26354,12.100000000000001,Gas Giant
883,7.35886,2.5740000000000003,Neptune-like
884,6868.8,11.88,Gas Giant
885,188.1288,13.86,Gas Giant
886,63.6,9.152,Gas Giant
887,3101.45082,12.21,Gas Giant
888,4.74,1.602,Super Earth
889,4.36,1.511,Super Earth
890,16.17,1.61,Super Earth
891,7.3,1.31,Super Earth
892,10.80622,3.223,Neptune-like
893,108.12,12.54,Gas Giant
894,248.04000000000002,13.64,Gas Giant
895,318.0,13.53,Gas Giant
896,16.6,4.62,Neptune-like
897,18.94937,4.4879999999999995,Neptune-like
898,5409.9114,11.99,Gas Giant
899,5291.52,11.99,Gas Giant
900,63.6,9.152,Gas Giant
901,355.52400000000006,13.53,Gas Giant
902,461.09999999999997,13.309999999999999,Gas Giant
903,1011.24,12.87,Gas Giant
904,982.62,12.87,Gas Giant
905,60.42,9.196,Gas Giant
906,6366.8369999999995,11.88,Gas Giant
907,511.98,13.309999999999999,Gas Giant
908,496.08000000000004,13.309999999999999,Gas Giant
909,674.1600000000001,13.09,Gas Giant
910,2661.66,12.32,Gas Giant
911,2235.38418,12.43,Gas Giant
912,222.6,13.75,Gas Giant
913,5.57,2.22,Neptune-like
914,674.1600000000001,13.09,Gas Giant
915,4340.7,12.100000000000001,Gas Giant
916,829.9799999999999,12.979999999999999,Gas Giant
917,485.58599999999996,13.309999999999999,Gas Giant
918,359.34,13.42,Gas Giant
919,2090.85,12.43,Gas Giant
920,566.04,13.2,Gas Giant
921,8.32,2.0,Super Earth
922,3.41,1.87,Super Earth
923,0.55,0.75,Terrestrial
924,0.72,0.818,Terrestrial
925,0.77,1.137,Super Earth
926,3676.9227,12.21,Gas Giant
927,6.89,2.475,Neptune-like
928,1908.0,12.54,Gas Giant
929,1656.78,12.54,Gas Giant
930,5053.02,11.99,Gas Giant
931,1227.48,12.76,Gas Giant
932,63.918000000000006,9.174,Gas Giant
933,4099.02,12.100000000000001,Gas Giant
934,11.8,3.399,Neptune-like
935,2867.87664,12.32,Gas Giant
936,290.97,13.64,Gas Giant
937,795.0,12.979999999999999,Gas Giant
938,38.02619,6.765,Neptune-like
939,5256.0153,11.99,Gas Giant
940,2.14,1.24,Super Earth
941,3.09,1.533,Super Earth
942,4293.0,12.100000000000001,Gas Giant
943,133.56,14.08,Gas Giant
944,372.06,15.84,Gas Giant
945,8.47,2.794,Neptune-like
946,496.08000000000004,13.309999999999999,Gas Giant
947,475.092,13.309999999999999,Gas Giant
948,196.96602,13.86,Gas Giant
949,51.516,8.084999999999999,Gas Giant
950,2156.57106,12.43,Gas Giant
951,1526.3999999999999,12.649999999999999,Gas Giant
952,18.496,2.199,Super Earth
953,7.943,4.147,Neptune-like
954,5.681,3.19,Neptune-like
955,1854.51558,12.54,Gas Giant
956,6227.82966,11.88,Gas Giant
957,98.86938,11.88,Gas Giant
958,368.88,13.42,Gas Giant
959,311.64,13.53,Gas Giant
960,8.4,2.783,Neptune-like
961,490.356,13.309999999999999,Gas Giant
962,1421.4599999999998,12.649999999999999,Gas Giant
963,772.74,12.979999999999999,Gas Giant
964,499.26000000000005,13.309999999999999,Gas Giant
965,435.66,13.309999999999999,Gas Giant
966,1882.5504600000002,12.54,Gas Giant
967,2762.78082,12.32,Gas Giant
968,2085.6666,12.43,Gas Giant
969,387.96,13.42,Gas Giant
970,149.45999999999998,13.97,Gas Giant
971,491.94599999999997,13.309999999999999,Gas Giant
972,197.16,13.86,Gas Giant
973,10.47,3.1679999999999997,Neptune-like
974,14.16,3.773,Neptune-like
975,11.82,3.399,Neptune-like
976,4.73,1.627,Super Earth
977,10.67,2.871,Neptune-like
978,5.03,2.09,Super Earth
979,9.74,3.0360000000000005,Neptune-like
980,966.72,12.87,Gas Giant
981,222.6,13.75,Gas Giant
982,152.64,13.97,Gas Giant
983,477.0,13.309999999999999,Gas Giant
984,400.68,13.42,Gas Giant
985,283.02,13.64,Gas Giant
986,63.6,9.152,Gas Giant
987,77.592,9.536999999999999,Gas Giant
988,104.622,12.32,Gas Giant
989,2893.7999999999997,12.32,Gas Giant
990,639.18,13.09,Gas Giant
991,556.5,13.2,Gas Giant
992,260.76,13.64,Gas Giant
993,53.42400000000001,8.272,Gas Giant
994,30.7,5.962000000000001,Neptune-like
995,16.8,4.18,Neptune-like
996,37.9,6.743,Neptune-like
997,120.84,13.309999999999999,Gas Giant
998,1195.6799999999998,12.76,Gas Giant
999,238.5,13.75,Gas Giant
1000,72.504,9.889,Gas Giant
1001,214.65,13.75,Gas Giant
1002,207.336,13.75,Gas Giant
1003,221.32799999999997,13.75,Gas Giant
1004,855.42,12.979999999999999,Gas Giant
1005,1014.42,12.87,Gas Giant
1006,55.013999999999996,8.404,Gas Giant
1007,127.2,13.75,Gas Giant
1008,206.45514,13.75,Gas Giant
1009,3322.26048,12.21,Gas Giant
1010,3083.964,12.21,Gas Giant
1011,3892.08468,12.100000000000001,Gas Giant
1012,4.0,1.83,Super Earth
1013,6.3,2.343,Neptune-like
1014,4.0,1.83,Super Earth
1015,8.5,2.794,Neptune-like
1016,4.0,1.83,Super Earth
1017,6.6,2.409,Neptune-like
1018,9.5,2.992,Neptune-like
1019,5.2,2.13,Neptune-like
1020,7.1,2.519,Neptune-like
1021,858.6,12.979999999999999,Gas Giant
1022,1485.06,12.649999999999999,Gas Giant
1023,807.72,12.979999999999999,Gas Giant
1024,5841.660000000001,11.88,Gas Giant
1025,543.08358,13.2,Gas Giant
1026,508.8,13.309999999999999,Gas Giant
1027,709.14,13.09,Gas Giant
1028,690.06,13.09,Gas Giant
1029,257.58000000000004,13.64,Gas Giant
1030,14.4,3.8169999999999997,Neptune-like
1031,15.8915,4.048,Neptune-like
1032,612.7860000000001,13.2,Gas Giant
1033,176.13384000000002,13.86,Gas Giant
1034,2480.53356,12.32,Gas Giant
1035,810.9,12.979999999999999,Gas Giant
1036,184.44,13.86,Gas Giant
1037,12.19,3.454,Neptune-like
1038,8.81,2.8600000000000003,Neptune-like
1039,569.22,13.2,Gas Giant
1040,60.1974,8.855,Gas Giant
1041,174.58200000000002,13.86,Gas Giant
1042,137.694,14.08,Gas Giant
1043,7579.0212,11.770000000000001,Gas Giant
1044,71.868,9.834,Gas Giant
1045,22.2481,4.928,Neptune-like
1046,111.49398,12.76,Gas Giant
1047,753.6600000000001,13.09,Gas Giant
1048,753.6600000000001,13.09,Gas Giant
1049,731.4,13.09,Gas Giant
1050,597.8399999999999,13.2,Gas Giant
1051,2327.76,12.43,Gas Giant
1052,4420.2,12.100000000000001,Gas Giant
1053,484.95,13.309999999999999,Gas Giant
1054,513.57,13.309999999999999,Gas Giant
1055,31.783,6.083,Neptune-like
1056,520.2479999999999,13.2,Gas Giant
1057,931.74,12.87,Gas Giant
1058,1575.3719999999998,12.649999999999999,Gas Giant
1059,12.77,3.553,Neptune-like
1060,14.31,3.8059999999999996,Neptune-like
1061,384.78,13.42,Gas Giant
1062,7.8,2.409,Neptune-like
1063,18.4,4.4110000000000005,Neptune-like
1064,494.808,13.309999999999999,Gas Giant
1065,334.854,13.53,Gas Giant
1066,1230.66,12.76,Gas Giant
1067,1838.0400000000002,12.54,Gas Giant
1068,534.558,13.2,Gas Giant
1069,13.3,3.641,Neptune-like
1070,104.94000000000001,12.32,Gas Giant
1071,1894.3641599999999,12.54,Gas Giant
1072,2426.34,12.43,Gas Giant
1073,2200.56,12.43,Gas Giant
1074,2067.0,12.43,Gas Giant
1075,337.08000000000004,13.53,Gas Giant
1076,798.18,12.979999999999999,Gas Giant
1077,5541.74784,11.99,Gas Giant
1078,7886.81976,11.770000000000001,Gas Giant
1079,731.4,13.09,Gas Giant
1080,2774.82984,12.32,Gas Giant
1081,5.27,2.15,Neptune-like
1082,7.61,2.618,Neptune-like
1083,79.5,12.078000000000001,Gas Giant
1084,168.54000000000002,13.97,Gas Giant
1085,10.8,2.9370000000000003,Neptune-like
1086,11.1,2.849,Neptune-like
1087,17.8,4.323,Neptune-like
1088,814.08,12.979999999999999,Gas Giant
1089,155.82,13.97,Gas Giant
1090,411.81,13.42,Gas Giant
1091,645.54,13.09,Gas Giant
1092,1908.0,12.54,Gas Giant
1093,3428.45658,12.21,Gas Giant
1094,768.7014,12.979999999999999,Gas Giant
1095,973.08,12.87,Gas Giant
1096,1542.3,12.649999999999999,Gas Giant
1097,534.24,13.2,Gas Giant
1098,976.26,12.87,Gas Giant
1099,626.46,13.2,Gas Giant
1100,4770.0,11.99,Gas Giant
1101,966.72,12.87,Gas Giant
1102,10.2,3.1129999999999995,Neptune-like
1103,11.8,3.399,Neptune-like
1104,18.1,4.367,Neptune-like
1105,1939.8,12.54,Gas Giant
1106,633.774,13.09,Gas Giant
1107,85.86,10.923,Gas Giant
1108,562.224,13.2,Gas Giant
1109,1072.11474,12.87,Gas Giant
1110,5951.26824,11.88,Gas Giant
1111,1737.38664,12.54,Gas Giant
1112,1326.10452,12.76,Gas Giant
1113,1717.42578,12.54,Gas Giant
1114,979.44,12.87,Gas Giant
1115,715.5,13.09,Gas Giant
1116,353.61600000000004,13.53,Gas Giant
1117,10.2,2.739,Neptune-like
1118,9.7,2.343,Super Earth
1119,532.11894,13.2,Gas Giant
1120,2896.03554,12.32,Gas Giant
1121,2654.0661600000003,12.32,Gas Giant
1122,155.82,13.97,Gas Giant
1123,318.0,13.53,Gas Giant
1124,1793.52,12.54,Gas Giant
1125,861.78,12.979999999999999,Gas Giant
1126,66.78,9.416,Gas Giant
1127,1249.74,12.76,Gas Giant
1128,15.9,4.048,Neptune-like
1129,203.52,13.86,Gas Giant
1130,6.3566,2.354,Neptune-like
1131,7.86,2.673,Neptune-like
1132,6.44,2.376,Neptune-like
1133,426.12,13.42,Gas Giant
1134,1392.84,11.770000000000001,Gas Giant
1135,5.6,1.613,Super Earth
1136,1798.8115200000002,12.54,Gas Giant
1137,1741.67646,12.54,Gas Giant
1138,7473.41658,11.770000000000001,Gas Giant
1139,2173.52364,12.43,Gas Giant
1140,858.6,12.979999999999999,Gas Giant
1141,8438.45754,11.770000000000001,Gas Giant
1142,7184.418180000001,11.770000000000001,Gas Giant
1143,740.94,13.09,Gas Giant
1144,534.558,13.2,Gas Giant
1145,622.962,13.2,Gas Giant
1146,66.6369,9.405,Gas Giant
1147,127.83600000000001,13.75,Gas Giant
1148,477.0,13.309999999999999,Gas Giant
1149,216.24,13.75,Gas Giant
1150,31.46517,6.050000000000001,Neptune-like
1151,3.6,1.72,Super Earth
1152,645.54,13.09,Gas Giant
1153,2803.4116799999997,12.32,Gas Giant
1154,470.64,13.309999999999999,Gas Giant
1155,143.1,14.08,Gas Giant
1156,7.25,2.16,Super Earth
1157,4075.70106,12.100000000000001,Gas Giant
1158,4261.57206,12.100000000000001,Gas Giant
1159,1144.8,12.76,Gas Giant
1160,3943.2000000000003,12.100000000000001,Gas Giant
1161,1706.39436,12.54,Gas Giant
1162,2567.2934999999998,12.32,Gas Giant
1163,324.36,13.53,Gas Giant
1164,670.9799999999999,13.09,Gas Giant
1165,34.9613,7.260000000000001,Neptune-like
1166,2655.2999999999997,12.32,Gas Giant
1167,17.98,4.345000000000001,Neptune-like
1168,352.98,13.53,Gas Giant
1169,1195.6799999999998,12.76,Gas Giant
1170,1167.06,12.76,Gas Giant
1171,117.66,13.2,Gas Giant
1172,3.53853,1.7,Super Earth
1173,4232.7549,12.100000000000001,Gas Giant
1174,4.2,1.88,Super Earth
1175,7.1,2.519,Neptune-like
1176,8.7,2.838,Neptune-like
1177,7.8,1.35,Super Earth
1178,19.2,3.1679999999999997,Super Earth
1179,222.6,13.75,Gas Giant
1180,578.76,13.2,Gas Giant
1181,400.68,13.42,Gas Giant
1182,1590.0,12.649999999999999,Gas Giant
1183,400.68,13.42,Gas Giant
1184,1097.1000000000001,12.87,Gas Giant
1185,3380.34,12.21,Gas Giant
1186,42.462540000000004,3.8169999999999997,Gas Giant
1187,2109.39576,12.43,Gas Giant
1188,13.6,3.685,Neptune-like
1189,1189.3200000000002,12.76,Gas Giant
1190,403.86,13.42,Gas Giant
1191,6665.280000000001,11.88,Gas Giant
1192,228.006,13.75,Gas Giant
1193,8.9,2.871,Neptune-like
1194,3.5,1.69,Super Earth
1195,12.7,3.5420000000000003,Neptune-like
1196,362.52,13.42,Gas Giant
1197,6677.647019999999,11.88,Gas Giant
1198,795.0,12.979999999999999,Gas Giant
1199,8.3,2.12,Super Earth
1200,624.552,13.2,Gas Giant
1201,2666.7193800000005,12.32,Gas Giant
1202,740.94,13.09,Gas Giant
1203,139.92,14.08,Gas Giant
1204,308.46,13.53,Gas Giant
1205,22.2481,4.928,Neptune-like
1206,391.14,13.42,Gas Giant
1207,1809.42,12.54,Gas Giant
1208,2607.6,12.32,Gas Giant
1209,12.9,3.575,Neptune-like
1210,629.64,13.09,Gas Giant
1211,496.08000000000004,13.309999999999999,Gas Giant
1212,852.24,12.979999999999999,Gas Giant
1213,616.92,13.2,Gas Giant
1214,12.7132,2.42,Super Earth
1215,114.47999999999999,12.979999999999999,Gas Giant
1216,1240.2,12.76,Gas Giant
1217,416.58000000000004,13.42,Gas Giant
1218,187.61999999999998,13.86,Gas Giant
1219,20.59095,4.708,Neptune-like
1220,9506.88984,11.66,Gas Giant
1221,7632.0,11.770000000000001,Gas Giant
1222,263.94,13.64,Gas Giant
1223,12.7,3.5420000000000003,Neptune-like
1224,2548.9449,12.32,Gas Giant
1225,8.1,2.717,Neptune-like
1226,48.42504,7.787999999999999,Gas Giant
1227,6.83,2.464,Neptune-like
1228,7.08,2.508,Neptune-like
1229,14.9,3.883,Neptune-like
1230,26.0,5.412,Neptune-like
1231,74.09400000000001,10.01,Gas Giant
1232,14.4,3.8169999999999997,Neptune-like
1233,22.9,5.016,Neptune-like
1234,451.56,13.309999999999999,Gas Giant
1235,4782.719999999999,11.99,Gas Giant
1236,8.62,2.816,Neptune-like
1237,12.44,3.498,Neptune-like
1238,2626.54326,12.32,Gas Giant
1239,2152.80912,12.43,Gas Giant
1240,6.3566,2.354,Neptune-like
1241,130.06835999999998,13.97,Gas Giant
1242,167.49059999999997,13.97,Gas Giant
1243,162.18,13.97,Gas Giant
1244,2919.24,12.32,Gas Giant
1245,136.10399999999998,14.08,Gas Giant
1246,249.312,13.64,Gas Giant
1247,2862.0,16.5,Gas Giant
1248,1934.7151800000001,12.54,Gas Giant
1249,1021.734,22.33,Gas Giant
1250,72.504,9.878,Gas Giant
1251,4311.5712,12.100000000000001,Gas Giant
1252,498.22650000000004,13.309999999999999,Gas Giant
1253,2431.93044,12.43,Gas Giant
1254,2862.0,12.32,Gas Giant
1255,18.8,4.466,Neptune-like
1256,763.1999999999999,12.979999999999999,Gas Giant
1257,7950.0,22.0,Gas Giant
1258,569.22,13.2,Gas Giant
1259,7314.0,11.770000000000001,Gas Giant
1260,6519.0,11.88,Gas Giant
1261,667.8000000000001,13.09,Gas Giant
1262,2623.0452600000003,12.32,Gas Giant
1263,225.78,13.75,Gas Giant
1264,667.4565600000001,13.09,Gas Giant
1265,346.62,13.53,Gas Giant
1266,379.20545999999996,2.9480000000000004,Neptune-like
1267,6414.15858,11.88,Gas Giant
1268,20.0,2.684,Neptune-like
1269,9.9,3.0580000000000003,Neptune-like
1270,6402.67878,11.88,Gas Giant
1271,6995.5866,11.561,Gas Giant
1272,9540.0,12.21,Gas Giant
1273,1027.14,12.87,Gas Giant
1274,721.86,13.09,Gas Giant
1275,5.0,2.085,Super Earth
1276,4.42,1.939,Super Earth
1277,5.32,2.164,Neptune-like
1278,2226.0,13.2,Gas Giant
1279,3180.0,13.2,Gas Giant
1280,3180.0,13.2,Gas Giant
1281,3180.0,12.87,Gas Giant
1282,1876.2,12.54,Gas Giant
1283,1431.0,12.649999999999999,Gas Giant
1284,2003.3999999999999,12.54,Gas Giant
1285,3758.76,12.100000000000001,Gas Giant
1286,4960.8,11.99,Gas Giant
1287,21.8,3.8059999999999996,Neptune-like
1288,4.66,2.0,Super Earth
1289,2.24,1.3,Super Earth
1290,3.86,1.79,Super Earth
1291,30.0,3.52,Neptune-like
1292,267.12,15.686,Gas Giant
1293,59.431020000000004,5.236,Gas Giant
1294,27.0,3.773,Neptune-like
1295,16.7,2.508,Super Earth
1296,5.29,1.82,Super Earth
1297,11.3,3.311,Neptune-like
1298,410.22,11.913,Gas Giant
1299,639.18,10.252,Gas Giant
1300,267.12,11.836,Gas Giant
1301,0.257,0.69,Terrestrial
1302,4.78,2.03,Super Earth
1303,4.9,2.06,Super Earth
1304,6.99,2.497,Neptune-like
1305,6.94,2.486,Neptune-like
1306,44.52,7.414000000000001,Gas Giant
1307,4.7,2.01,Super Earth
1308,44.202000000000005,7.381,Gas Giant
1309,1.65,1.16,Super Earth
1310,8.05,2.706,Neptune-like
1311,8.75,2.849,Neptune-like
1312,5.39,2.18,Neptune-like
1313,4.54,1.97,Super Earth
1314,53.106,8.217,Gas Giant
1315,2.6,1.42,Super Earth
1316,1.12,1.04,Super Earth
1317,6.04,2.288,Neptune-like
1318,2.1,1.25,Super Earth
1319,6.3,1.5,Super Earth
1320,155.82,14.3,Gas Giant
1321,2.36,1.34,Super Earth
1322,3.2,1.603,Super Earth
1323,4.67,2.003,Super Earth
1324,3.64,1.73,Super Earth
1325,0.937,0.99,Terrestrial
1326,8.8,2.8600000000000003,Neptune-like
1327,2.7,1.45,Super Earth
1328,159.0,0.64,Terrestrial
1329,3.1,1.51,Super Earth
1330,6.31,2.255,Neptune-like
1331,7.92,2.343,Super Earth
1332,12.97,3.322,Neptune-like
1333,1.63,2.849,Terrestrial
1334,4.32,2.959,Neptune-like
1335,123.066,8.943,Gas Giant
1336,4.23,1.89,Super Earth
1337,295.74,13.309999999999999,Gas Giant
1338,5.08,1.51,Super Earth
1339,7.4,6.864,Neptune-like
1340,5.77,2.05,Super Earth
1341,7.49,2.19,Super Earth
1342,0.315,0.73,Terrestrial
1343,2.33,1.33,Super Earth
1344,3.64,1.73,Super Earth
1345,3.33,1.64,Super Earth
1346,3.33,1.64,Super Earth
1347,20.7,4.719,Neptune-like
1348,4.66,2.0,Super Earth
1349,2.83,1.49,Super Earth
1350,5.86,2.2439999999999998,Neptune-like
1351,4.66,2.0,Super Earth
1352,4.62,1.99,Super Earth
1353,4.94,2.07,Super Earth
1354,3.89,1.8,Super Earth
1355,7.27,2.552,Neptune-like
1356,4.27,1.9,Super Earth
1357,1.37,1.1,Super Earth
1358,0.972,1.0,Terrestrial
1359,7.46,2.596,Neptune-like
1360,2.18,1.28,Super Earth
1361,5.73,2.222,Neptune-like
1362,6.71,2.431,Neptune-like
1363,10.2,3.1239999999999997,Neptune-like
1364,31.1,6.006,Neptune-like
1365,2.67,1.44,Super Earth
1366,6.65,2.42,Neptune-like
1367,10.6,3.19,Neptune-like
1368,2.17,1.274,Super Earth
1369,3.03,1.554,Super Earth
1370,7.5,2.596,Neptune-like
1371,5.43,2.19,Neptune-like
1372,5.75,2.222,Neptune-like
1373,4.12,1.86,Super Earth
1374,2.16,1.273,Super Earth
1375,4.74,2.02,Super Earth
1376,6.99,2.497,Neptune-like
1377,2.6,1.418,Super Earth
1378,3.9,1.802,Super Earth
1379,7.69,2.6399999999999997,Neptune-like
1380,3.42,1.666,Super Earth
1381,10.4,3.146,Neptune-like
1382,3.22,1.608,Super Earth
1383,7.27,2.552,Neptune-like
1384,4.81,2.038,Super Earth
1385,2.83,1.491,Super Earth
1386,5.13,2.116,Neptune-like
1387,12.4,3.487,Neptune-like
1388,6.86,2.464,Neptune-like
1389,5.6,2.23,Neptune-like
1390,11.44182,2.475,Super Earth
1391,8.45,2.783,Neptune-like
1392,20.0,2.6399999999999997,Neptune-like
1393,1.37,1.1,Super Earth
1394,5.9,2.255,Neptune-like
1395,5.9,2.255,Neptune-like
1396,2.76,1.47,Super Earth
1397,1.6,1.15,Super Earth
1398,6.3,2.343,Neptune-like
1399,10.2,3.1129999999999995,Neptune-like
1400,1.87,1.2,Super Earth
1401,2.54,1.4,Super Earth
1402,6.35,2.354,Neptune-like
1403,4.27,1.9,Super Earth
1404,2.39,1.35,Super Earth
1405,8.4,2.7720000000000002,Neptune-like
1406,2.92,1.52,Super Earth
1407,6.8,2.453,Neptune-like
1408,8.92,2.3209999999999997,Super Earth
1409,7.51,2.596,Neptune-like
1410,2.41,1.357,Super Earth
1411,1.34,1.093,Super Earth
1412,3.12,1.579,Super Earth
1413,2.92,1.52,Super Earth
1414,14.8,3.872,Neptune-like
1415,12.9,3.575,Neptune-like
1416,9.96,3.0690000000000004,Neptune-like
1417,7.16,2.5300000000000002,Neptune-like
1418,12.6,3.531,Neptune-like
1419,7.08,2.508,Neptune-like
1420,16.3,4.114,Neptune-like
1421,2.61,1.423,Super Earth
1422,6.52,2.398,Neptune-like
1423,6.9,1.73,Super Earth
1424,12.4,2.794,Neptune-like
1425,32.4,6.864,Neptune-like
1426,10.8,4.026,Neptune-like
1427,10.0,1.11,Super Earth
1428,2.43,1.364,Super Earth
1429,2.54,1.4,Super Earth
1430,10.8,3.223,Neptune-like
1431,5.91,2.255,Neptune-like
1432,2.45,1.371,Super Earth
1433,9.51,2.992,Neptune-like
1434,4.64,1.996,Super Earth
1435,8.22,2.739,Neptune-like
1436,7.3,2.552,Neptune-like
1437,3.46,1.679,Super Earth
1438,0.586,0.869,Terrestrial
1439,0.566,0.86,Terrestrial
1440,2.24,1.3,Super Earth
1441,7.51,2.596,Neptune-like
1442,2.9,1.514,Super Earth
1443,6.48,2.387,Neptune-like
1444,5.16,2.124,Neptune-like
1445,8.0,1.75,Super Earth
1446,12.5,3.509,Neptune-like
1447,7.13,2.519,Neptune-like
1448,2.38,1.348,Super Earth
1449,2.66,1.438,Super Earth
1450,7.16,2.5300000000000002,Neptune-like
1451,4.04,1.84,Neptune-like
1452,6.76,2.442,Super Earth
1453,6.3,2.343,Neptune-like
1454,3.46,1.679,Super Earth
1455,6.3,2.343,Neptune-like
1456,0.64,0.89,Terrestrial
1457,2.86,1.5,Super Earth
1458,3.05,1.56,Super Earth
1459,6.39,2.3649999999999998,Neptune-like
1460,12.0,3.421,Neptune-like
1461,2.99,1.54,Super Earth
1462,3.41,1.666,Super Earth
1463,1.92,1.21,Super Earth
1464,2.49,1.0,Super Earth
1465,21.3,2.03,Super Earth
1466,445.2,2.255,Neptune-like
1467,4.5,1.96,Super Earth
1468,6.8,2.453,Neptune-like
1469,126.56400000000001,11.0,Gas Giant
1470,11.26,1.343,Super Earth
1471,12.81,1.281,Super Earth
1472,21.14,2.31,Super Earth
1473,433.43399999999997,15.895000000000001,Gas Giant
1474,273.48,14.3,Gas Giant
1475,1.37,1.1,Super Earth
1476,0.972,1.0,Terrestrial
1477,1.37,1.1,Super Earth
1478,4.66,2.0,Super Earth
