,distance,stellar_magnitude,mass_wrt_earth,radius_wrt_earth,orbital_radius,orbital_period,star_mass,planet_type
941,33.0,9.63,3.09,1.533,0.04749,0.015605749,2428760985767975.0,Super Earth
942,133.0,6.89333,4293.0,12.100000000000001,20.4,87.7,102360613883.49374,Gas Giant
943,179.0,9.44,133.56,14.08,0.04,0.009308693,9.085621771353479e+18,Gas Giant
944,642.0,9.595,372.06,15.84,0.0568,0.011225188,6.248054683820391e+18,Gas Giant
946,60.0,4.44,496.08000000000004,13.309999999999999,1.271,1.172074,573088909821168.4,Gas Giant
947,164.0,8.26,475.092,13.309999999999999,3.242,6.0,21869032387666.02,Gas Giant
948,143.0,9.36,196.96602,13.86,0.125367,0.049281314,3.2416603611203226e+17,Gas Giant
949,143.0,9.36,51.516,8.084999999999999,0.198,0.09883641,8.059315247855653e+16,Gas Giant
950,143.0,9.36,2156.57106,12.43,5.359964,13.8,4134032587460.4937,Gas Giant
951,222.0,7.66,1526.3999999999999,12.649999999999999,1.552,1.8,242989248751844.6,Gas Giant
952,455.0,9.42,18.496,2.199,0.1357,0.062696785,150474694486019.5,Super Earth
953,455.0,9.42,7.943,4.147,0.308,0.15331964,3.349164559045936e+16,Neptune-like
954,455.0,9.42,5.681,3.19,0.411,0.23080082,1.4779419406210496e+16,Neptune-like
955,128.0,7.8,1854.51558,12.54,1.034659,1.0554415,706746611969863.5,Gas Giant
956,128.0,7.8,6227.82966,11.88,13.109497,47.7,346015306161.4021,Gas Giant
957,162.0,8.06,98.86938,11.88,0.117885,0.03887748,5.2087780868654304e+17,Gas Giant
958,180.0,7.69,368.88,13.42,2.15,3.1,81923534438707.23,Gas Giant
959,147.0,10.49,311.64,13.53,0.06,0.01670089,2.822622748884305e+18,Gas Giant
960,31.0,9.95,8.4,2.783,0.066,0.024093088,1.3562730581791777e+18,Neptune-like
961,619.0,8.38,490.356,13.309999999999999,1.18,1.0409309,726588077074591.6,Gas Giant
962,101.0,7.76,1421.4599999999998,12.649999999999999,2.28,3.7,57508047184512.52,Gas Giant
963,184.0,8.99,772.74,12.979999999999999,3.43,6.7,17538096813454.592,Gas Giant
964,144.0,5.79,499.26000000000005,13.309999999999999,1.913,2.4,136681452422912.6,Gas Giant
965,359.0,5.9258,435.66,13.309999999999999,1.23,0.8531143,1081726888512593.4,Gas Giant
966,102.0,9.98,1882.5504600000002,12.54,13.283797,56.5,246623906635.12463,Gas Giant
967,181.0,8.41,2762.78082,12.32,3.603011,6.9,16536130349841.975,Gas Giant
968,181.0,8.41,2085.6666,12.43,10.273072,33.1,718581580996.8661,Gas Giant
969,85.0,5.77466,387.96,13.42,2.34,3.2,76883316987888.33,Gas Giant
970,189.0,9.12,149.45999999999998,13.97,2.69,4.6,37206293287144.46,Gas Giant
971,428.0,7.91,491.94599999999997,13.309999999999999,1.85,2.3,148825173148577.84,Gas Giant
972,190.0,7.13266,197.16,13.86,1.26,1.2758385,483660545953087.8,Gas Giant
973,125.0,7.49,10.47,3.1679999999999997,0.1254,0.045448326,3.8115031725805357e+17,Neptune-like
974,125.0,7.49,14.16,3.773,0.2663,0.14017797,4.006568162868048e+16,Neptune-like
975,125.0,7.49,11.82,3.399,0.8098,0.7438741,1422765065096183.2,Neptune-like
976,154.0,8.97,4.73,1.627,0.01802,0.0027378509,7.891043299991642e+16,Super Earth
977,154.0,8.97,10.67,2.871,0.1783,0.08158795,1.182714786292645e+17,Neptune-like
978,154.0,8.97,5.03,2.09,0.07703,0.023271732,1092185984885708.9,Super Earth
979,154.0,8.97,9.74,3.0360000000000005,0.4048,0.27953455,1.0075371798471188e+16,Neptune-like
980,398.0,6.43005,966.72,12.87,0.59,0.4312115,4234005320532242.5,Gas Giant
981,124.0,7.6,222.6,13.75,3.41,6.5,18633968424993.53,Gas Giant
982,148.0,9.36,152.64,13.97,0.04,0.009308693,9.085621771353479e+18,Gas Giant
983,164.0,8.38,477.0,13.309999999999999,1.44,1.7,272417012441514.47,Gas Giant
984,396.0,7.96,400.68,13.42,1.074,0.9034908,964460841371859.6,Gas Giant
985,396.0,7.96,283.02,13.64,1.955,2.2,162662224371069.5,Gas Giant
986,396.0,7.96,63.6,9.152,0.452,0.24613279,1.2995503762890584e+16,Gas Giant
987,263.0,8.558,77.592,9.536999999999999,0.1436,0.051197812,3.003511270708214e+17,Gas Giant
988,293.0,8.05,104.622,12.32,0.1508,0.049828887,3.17080617404919e+17,Gas Giant
989,68.0,5.10111,2893.7999999999997,12.32,1.1,1.0622861,697668429507927.6,Gas Giant
990,345.0,7.29,639.18,13.09,1.6,1.5,349904518202656.3,Gas Giant
991,345.0,7.29,556.5,13.2,2.24,2.5,125965626552956.27,Gas Giant
992,150.0,7.31,260.76,13.64,2.07,2.9,93612980494170.81,Gas Giant
993,150.0,7.31,53.42400000000001,8.272,0.7181,0.58781654,2278497016952052.5,Gas Giant
994,150.0,7.31,30.7,5.962000000000001,0.4817,0.32279262,7555876916236939.0,Neptune-like
995,150.0,7.31,16.8,4.18,0.2687,0.13470227,4.338925961849546e+16,Neptune-like
996,150.0,7.31,37.9,6.743,1.543,1.9,218084533505810.72,Neptune-like
997,150.0,7.31,120.84,13.309999999999999,6.36,15.6,3235063962672.488,Gas Giant
998,232.0,7.74,1195.6799999999998,12.76,0.389,0.2258727,1.5431373461949754e+16,Gas Giant
999,364.0,5.986,238.5,13.75,0.98,0.74770707,1408215415614949.8,Gas Giant
1000,36.0,5.88437,72.504,9.889,0.295,0.17056811,2.7060535966295944e+16,Gas Giant
1001,103.0,7.68,214.65,13.75,0.53364,0.42272416,4405730512248189.0,Gas Giant
1002,103.0,7.68,207.336,13.75,1.71,2.4,136681452422912.6,Gas Giant
1003,103.0,7.68,221.32799999999997,13.75,2.807,5.1,30268556937946.043,Gas Giant
1004,153.0,8.67,855.42,12.979999999999999,0.277,0.15058179,3.472059490091289e+16,Gas Giant
1005,153.0,8.67,1014.42,12.87,3.74,7.5,13996180728106.252,Gas Giant
1006,58.0,7.36,55.013999999999996,8.404,2.108,3.3,72294321942697.58,Gas Giant
1007,124.0,6.69,127.2,13.75,1.02,0.99438745,796197481513775.6,Gas Giant
1008,138.0,5.92848,206.45514,13.75,0.114551,0.039151266,5.1361825202240403e+17,Gas Giant
1009,138.0,5.92848,3322.26048,12.21,3.224617,5.8,23403245123542.703,Gas Giant
1010,298.0,8.26,3083.964,12.21,1.623,1.9,218084533505810.72,Gas Giant
1011,60.0,5.65,3892.08468,12.100000000000001,3.309065,5.7,24231614833978.965,Gas Giant
1012,86.0,8.09,4.0,1.83,0.056,0.015331964,2516276903866218.5,Super Earth
1013,86.0,8.09,6.3,2.343,0.103,0.03832991,5.3586632944734976e+17,Neptune-like
1014,86.0,8.09,4.0,1.83,0.185,0.09281315,68664931009174.63,Super Earth
1015,76.0,7.51,8.5,2.794,0.041,0.008761123,1.0256814789621996e+19,Neptune-like
1016,42.0,7.17,4.0,1.83,0.0468,0.011772759,4267735600713292.0,Super Earth
1017,42.0,7.17,6.6,2.409,0.0799,0.026283368,1.1396461744557217e+18,Neptune-like
1018,42.0,7.17,9.5,2.992,0.1321,0.055852156,2.5237840061234294e+17,Neptune-like
1019,42.0,7.17,5.2,2.13,0.247,0.14182067,29408640437226.797,Neptune-like
1020,42.0,7.17,7.1,2.519,0.6,0.5415469,2684478439624314.0,Neptune-like
1021,380.0,6.42794,858.6,12.979999999999999,1.4,1.6,307533267951553.3,Gas Giant
1022,111.0,6.75512,1485.06,12.649999999999999,0.85,0.7230664,1505829173495712.2,Gas Giant
1025,137.0,7.88,543.08358,13.2,1.28031,1.4,401676105079579.94,Gas Giant
1026,120.0,8.44,508.8,13.309999999999999,1.67,2.3,148825173148577.84,Gas Giant
1027,265.0,8.7,709.14,13.09,1.17,1.1824777,563048946248991.4,Gas Giant
1028,265.0,8.7,690.06,13.09,6.95,18.4,2325393330446.529,Gas Giant
1029,112.0,7.783,257.58000000000004,13.64,1.662,2.3,148825173148577.84,Gas Giant
1030,79.0,6.87,14.4,3.8169999999999997,0.554,0.4095825,4692986268817777.0,Neptune-like
1031,72.0,6.55,15.8915,4.048,0.12,0.042710472,4.315820034354922e+17,Neptune-like
1032,445.0,7.83,612.7860000000001,13.2,1.157,0.97522247,827798566531478.4,Gas Giant
1033,204.0,8.98,176.13384000000002,13.86,0.881867,0.8457221,1100719624545916.4,Gas Giant
1034,204.0,8.98,2480.53356,12.32,8.556456,25.5,1210742277517.8418,Gas Giant
1035,279.0,8.03,810.9,12.979999999999999,0.238,0.10130048,7.672008266315797e+16,Gas Giant
1036,173.0,7.69,184.44,13.86,1.19,1.2930869,470843570700627.56,Gas Giant
1037,72.0,6.383,12.19,3.454,0.0644,0.01615332,3.017230403739251e+18,Neptune-like
1038,72.0,6.383,8.81,2.8600000000000003,0.11,0.035865847,6.120260188389836e+17,Neptune-like
1039,153.0,7.89,569.22,13.2,1.92,2.6,116462302656209.53,Gas Giant
1040,112.0,8.08,60.1974,8.855,0.6793,0.61820674,2059987557655889.2,Gas Giant
1041,112.0,8.08,174.58200000000002,13.86,0.902,0.9456536,880375419041070.8,Gas Giant
1042,114.0,8.1,137.694,14.08,0.237,0.120739214,5.4005175272200984e+16,Gas Giant
1043,180.0,7.72,7579.0212,11.770000000000001,15.443431,55.7,253759130877.44894,Gas Giant
1044,96.0,7.91,71.868,9.834,0.0398,0.008213553,1.166997540560707e+19,Gas Giant
1045,122.0,7.63,22.2481,4.928,0.05,0.011225188,6.248054683820391e+18,Neptune-like
1046,122.0,7.63,111.49398,12.76,2.395,3.7,57508047184512.52,Gas Giant
1047,179.0,5.9,753.6600000000001,13.09,1.19,0.98617387,809515346318336.4,Gas Giant
1048,179.0,5.9,753.6600000000001,13.09,4.6,7.5,13996180728106.252,Gas Giant
1049,275.0,6.11151,731.4,13.09,1.28,0.98343605,814028893144076.5,Gas Giant
1050,275.0,6.11151,597.8399999999999,13.2,1.97,1.9,218084533505810.72,Gas Giant
1051,400.0,5.25,2327.76,12.43,1.93,2.0,196821291488994.16,Gas Giant
1052,1755.0,7.51,4420.2,12.100000000000001,1.14,1.1882273,557613161572337.3,Gas Giant
1053,295.0,8.05,484.95,13.309999999999999,1.814,2.1,178522713368702.2,Gas Giant
1054,666.0,8.03,513.57,13.309999999999999,1.167,1.0965092,654798248086568.4,Gas Giant
1055,140.0,8.1,31.783,6.083,0.06,0.013415469,4.374418689823979e+18,Neptune-like
1056,151.0,7.21,520.2479999999999,13.2,3.833,6.7,17538096813454.592,Gas Giant
1057,151.0,7.21,931.74,12.87,9.02,23.6,1413539869929.576,Gas Giant
1058,102.0,6.8561,1575.3719999999998,12.649999999999999,2.353,3.5,64268176812732.78,Gas Giant
1059,114.0,8.17,12.77,3.553,0.1059,0.038603697,5.282922895099849e+17,Neptune-like
1060,114.0,8.17,14.31,3.8059999999999996,0.3809,0.2625599,1.1420241080434072e+16,Neptune-like
1061,98.0,6.29351,384.78,13.42,0.52,0.32662562,7379578795831284.0,Gas Giant
1062,188.0,7.94,7.8,2.409,0.1202,0.039151266,5.1361825202240403e+17,Neptune-like
1063,188.0,7.94,18.4,4.4110000000000005,0.2416,0.1119781,6.27864430020537e+16,Neptune-like
1064,396.0,8.05,494.808,13.309999999999999,1.57,1.7,272417012441514.47,Gas Giant
1065,396.0,8.05,334.854,13.53,1.93,2.4,136681452422912.6,Gas Giant
1066,254.0,7.95,1230.66,12.76,3.18,5.0,31491406638239.066,Gas Giant
1067,715.0,7.604,1838.0400000000002,12.54,0.53,0.38165638,5404891934880417.0,Gas Giant
1068,190.0,6.00272,534.558,13.2,1.911,2.1,178522713368702.2,Gas Giant
1069,888.0,9.217,13.3,3.641,0.229,0.07939767,1.2488680435367534e+17,Neptune-like
1070,167.0,8.32,104.94000000000001,12.32,1.2,1.3478439,433364042314865.0,Gas Giant
1071,201.0,7.57,1894.3641599999999,12.54,6.431189,16.1,3037248431603.628,Gas Giant
1072,925.0,8.09,2426.34,12.43,0.64,0.48487338,3348693393467487.0,Gas Giant
1073,291.0,5.44299,2200.56,12.43,1.086,0.8197125,1171679827703864.2,Gas Giant
1074,1028.0,6.94657,2067.0,12.43,1.5,1.3563312,427957423736342.56,Gas Giant
1075,85.0,4.44,337.08000000000004,13.53,0.77,0.55277205,2576557966117645.0,Gas Giant
1076,85.0,4.44,798.18,12.979999999999999,1.6,1.6,307533267951553.3,Gas Giant
1077,173.0,7.32,5541.74784,11.99,18.992329,75.1,139589320933.1148,Gas Giant
1078,173.0,7.32,7886.81976,11.770000000000001,36.876427,205.0,18733733871.647274,Gas Giant
1079,34.0,1.12512,731.4,13.09,1.64,1.6,307533267951553.3,Gas Giant
1080,161.0,7.72,2774.82984,12.32,11.786592,39.2,512341970764.77014,Gas Giant
1081,73.0,6.92035,5.27,2.15,0.0719,0.01943874,1565372828509520.8,Neptune-like
1082,73.0,6.92035,7.61,2.618,0.1458,0.056125943,2.4992216063552595e+17,Neptune-like
1083,123.0,9.37,79.5,12.078000000000001,0.04,0.007665982,1.3396658236183745e+19,Gas Giant
1084,106.0,8.1,168.54000000000002,13.97,0.94,0.9801506,819495264509925.0,Gas Giant
1087,103.0,7.71,17.8,4.323,0.246,0.12539357,5.0070454590222984e+16,Neptune-like
1088,424.0,7.43,814.08,12.979999999999999,1.51,1.7,272417012441514.47,Gas Giant
1089,138.0,7.72,155.82,13.97,0.14,0.060232718,2.1700370371968627e+17,Gas Giant
1090,115.0,7.97,411.81,13.42,1.301,1.6,307533267951553.3,Gas Giant
1091,115.0,7.97,645.54,13.09,5.75,14.7,3643320680993.9224,Gas Giant
1092,222.0,4.37821,1908.0,12.54,1.2,1.3155373,454910264070955.06,Gas Giant
1093,174.0,8.25,3428.45658,12.21,3.39291,6.2,20480883609676.81,Gas Giant
1094,174.0,8.25,768.7014,12.979999999999999,9.418207,28.7,955802748553.4324,Gas Giant
1095,250.0,8.05,973.08,12.87,1.08,0.96427107,846708255029879.9,Gas Giant
1096,250.0,8.05,1542.3,12.649999999999999,3.86,6.5,18633968424993.53,Gas Giant
1097,167.0,8.45,534.24,13.2,3.55,6.8,17026063277594.654,Gas Giant
1098,256.0,9.11,976.26,12.87,2.18,3.0,87476129550664.08,Gas Giant
1099,198.0,8.2,626.46,13.2,0.07,0.017248461,2.646253018493306e+18,Gas Giant
1100,198.0,8.2,4770.0,11.99,13.2,43.8,410377789222.4811,Gas Giant
1101,245.0,5.77,966.72,12.87,2.482,3.3,72294321942697.58,Gas Giant
1102,41.0,5.96004,10.2,3.1129999999999995,0.0785,0.023819301,1.3876311594852815e+18,Neptune-like
1103,41.0,5.96004,11.8,3.399,0.186,0.08651608,1.0518126784075709e+17,Neptune-like
1104,41.0,5.96004,18.1,4.367,0.63,0.5393566,2706325773795658.0,Neptune-like
1105,193.0,8.667,1939.8,12.54,1.76,2.3,148825173148577.84,Gas Giant
1106,95.0,7.17,633.774,13.09,3.318,5.8,23403245123542.703,Gas Giant
1107,118.0,8.06,85.86,10.923,1.36,1.7,272417012441514.47,Gas Giant
1108,412.0,7.82,562.224,13.2,1.88,2.4,136681452422912.6,Gas Giant
1109,169.0,7.46,1072.11474,12.87,4.689125,9.7,8367362801105.078,Gas Giant
1110,169.0,7.46,5951.26824,11.88,13.940621,49.9,316177511719.22064,Gas Giant
1111,227.0,8.83,1737.38664,12.54,0.227825,0.107871324,6.7658139327198824e+16,Gas Giant
1112,164.0,8.9,1326.10452,12.76,2.227469,3.4,68104253110378.62,Gas Giant
1113,164.0,8.9,1717.42578,12.54,12.621165,46.8,359451551408.05426,Gas Giant
1114,317.0,8.99,979.44,12.87,0.65,0.5155373,2962182985969034.5,Gas Giant
1115,317.0,8.99,715.5,13.09,1.03,1.0379193,730810692946049.0,Gas Giant
1116,272.0,8.23,353.61600000000004,13.53,2.99,4.8,34170363105728.15,Gas Giant
1117,103.0,9.67,10.2,2.739,0.0604,0.017522246,2.564203697405499e+18,Neptune-like
1118,103.0,9.67,9.7,2.343,0.1242,0.051745377,2.940281813524501e+17,Super Earth
1119,188.0,7.61,532.11894,13.2,0.280148,0.1412731,3.94469217214081e+16,Gas Giant
1120,188.0,7.61,2896.03554,12.32,3.676463,6.7,17538096813454.592,Gas Giant
1121,126.0,7.5,2654.0661600000003,12.32,2.43855,3.5,64268176812732.78,Gas Giant
1122,95.0,6.35,155.82,13.97,0.05,0.009582478,8.573860376413977e+18,Gas Giant
1123,279.0,7.84,318.0,13.53,1.032,0.93415475,902182535271019.5,Gas Giant
1124,279.0,7.84,1793.52,12.54,8.4,21.6,1687425338554.4763,Gas Giant
1125,255.0,8.03,861.78,12.979999999999999,1.191,1.157837,587269195274586.9,Gas Giant
1126,199.0,8.16,66.78,9.416,0.05,0.0109514035,6.564361765062199e+18,Gas Giant
1127,600.0,7.83,1249.74,12.76,1.149,1.1373032,608666705674876.9,Gas Giant
1128,150.0,8.63,15.9,4.048,0.06,0.015605749,3.2326808720571745e+18,Neptune-like
1129,337.0,5.72,203.52,13.86,0.9,0.74770707,1408215415614949.8,Gas Giant
1130,55.0,7.17896,6.3566,2.354,0.06,0.014784395,3.601844455889623e+18,Neptune-like
1131,55.0,7.17896,7.86,2.673,0.1134,0.041889116,4.486727336216443e+17,Neptune-like
1132,55.0,7.17896,6.44,2.376,0.1551,0.067077346,1.749767423757955e+17,Neptune-like
1133,160.0,8.05,426.12,13.42,2.98,5.0,31491406638239.066,Gas Giant
1134,217.0,9.06,1392.84,11.770000000000001,0.4565,0.30499658,8463346649726057.0,Gas Giant
1135,358.0,9.452,5.6,1.613,0.0166,0.0019164955,1.6104172184743798e+17,Super Earth
1136,279.0,8.48,1798.8115200000002,12.54,2.906141,4.8,34170363105728.15,Gas Giant
1137,113.0,8.6,1741.67646,12.54,6.497354,17.5,2570727072509.311,Gas Giant
1138,200.0,7.49,7473.41658,11.770000000000001,9.88693,29.7,892522493119.7233,Gas Giant
1139,112.0,7.72,2173.52364,12.43,1.988479,2.8,100419026269894.98,Gas Giant
1140,280.0,5.39755,858.6,12.979999999999999,0.81,0.50376457,3102250250714152.0,Gas Giant
1141,878.0,4.26489,8438.45754,11.770000000000001,3.233953,2.8,100419026269894.98,Gas Giant
1142,878.0,4.26489,7184.418180000001,11.770000000000001,2.324089,1.7,272417012441514.47,Gas Giant
1143,414.0,7.62,740.94,13.09,1.58,1.9,218084533505810.72,Gas Giant
1144,90.0,6.54993,534.558,13.2,1.18306,1.2087611,538829194183507.0,Gas Giant
1145,90.0,6.54993,622.962,13.2,0.74345,0.602601,2168065369243030.8,Gas Giant
1146,100.0,8.76,66.6369,9.405,0.533,0.43531826,4154495561688499.0,Gas Giant
1147,133.0,8.23,127.83600000000001,13.75,0.0406,0.008213553,1.166997540560707e+19,Gas Giant
1148,133.0,8.23,477.0,13.309999999999999,8.0,22.6,1541399416469.5288,Gas Giant
1149,181.0,7.7,216.24,13.75,2.45,3.6,60747312187961.15,Gas Giant
1150,109.0,8.54,31.46517,6.050000000000001,1.373,2.2,162662224371069.5,Neptune-like
1151,37.0,7.67,3.6,1.72,0.26,0.15989049,23137090544303.51,Super Earth
1152,146.0,7.12,645.54,13.09,0.76,0.62149215,2038265593670665.5,Gas Giant
1153,132.0,9.36,2803.4116799999997,12.32,16.10719,70.6,157951104245.27457,Gas Giant
1154,339.0,8.73,470.64,13.309999999999999,0.0346,0.0057494864,2.381628213723751e+19,Gas Giant
1155,149.0,7.93,143.1,14.08,2.73,4.5,38878279800295.14,Gas Giant
1156,149.0,7.93,7.25,2.16,0.049,0.0109514035,4931902152563635.0,Super Earth
1157,221.0,7.41,4075.70106,12.100000000000001,2.762119,4.1,46834334679118.19,Gas Giant
1158,124.0,6.331,4261.57206,12.100000000000001,2.965265,4.5,38878279800295.14,Gas Giant
1159,684.0,7.47,1144.8,12.76,2.72,3.5,64268176812732.78,Gas Giant
1160,240.0,8.07,3943.2000000000003,12.100000000000001,0.117,0.036960986,5.762951597182935e+17,Gas Giant
1161,60.0,7.56,1706.39436,12.54,4.051612,9.1,9507126747445.678,Gas Giant
1162,117.0,7.55,2567.2934999999998,12.32,13.912743,50.8,305073611955.16486,Gas Giant
1163,240.0,8.01852,324.36,13.53,0.0479,0.009308693,9.085621771353479e+18,Gas Giant
1164,104.0,7.02569,670.9799999999999,13.09,3.27,5.9,22616637918873.215,Gas Giant
1165,432.0,9.38,34.9613,7.260000000000001,0.1066,0.03230664,7.543076009348128e+17,Neptune-like
1166,126.0,5.73469,2655.2999999999997,12.32,0.917,0.70308006,1592657922514409.5,Gas Giant
1167,72.0,6.92,17.98,4.345000000000001,0.25,0.13634497,4.235004022064607e+16,Neptune-like
1168,266.0,8.4,352.98,13.53,2.2,3.2,76883316987888.33,Gas Giant
1169,113.0,7.31637,1195.6799999999998,12.76,0.97,0.89199173,989487729083660.5,Gas Giant
1170,113.0,7.31637,1167.06,12.76,10.5,31.8,778534438863.1548,Gas Giant
1171,93.0,8.3,117.66,13.2,0.477,0.3931554,5093350676879871.0,Gas Giant
1172,183.0,9.12,3.53853,1.7,0.034915,0.0068446267,1.2625671309058098e+16,Super Earth
1173,183.0,9.12,4232.7549,12.100000000000001,11.342789,38.4,533911923527.0023,Gas Giant
1174,141.0,7.49,4.2,1.88,0.0756,0.019986311,1480773831880125.0,Super Earth
1175,141.0,7.49,7.1,2.519,0.112,0.03613963,6.027880925750897e+17,Neptune-like
1176,141.0,7.49,8.7,2.838,0.2565,0.12566735,4.98525243711513e+16,Neptune-like
1177,269.0,9.182,7.8,1.35,0.02085,0.0027378509,7.891043299991642e+16,Super Earth
1178,269.0,9.182,19.2,3.1679999999999997,0.04813,0.009856262,8.104152218374799e+18,Super Earth
1179,164.0,8.35,222.6,13.75,0.189,0.08240931,1.1592564281879254e+17,Gas Giant
1180,164.0,8.35,578.76,13.2,0.654,0.5281314,2822591895108756.5,Gas Giant
1181,320.0,7.6,400.68,13.42,2.74,4.3,42578970576310.26,Gas Giant
1182,281.0,7.36,1590.0,12.649999999999999,55.7,328.8,7282298067.180595,Gas Giant
1183,447.0,7.92,400.68,13.42,1.36,1.2714579,486999033597630.9,Gas Giant
1184,447.0,7.92,1097.1000000000001,12.87,3.33,4.9,32789886128945.29,Gas Giant
1185,2207.0,8.15,3380.34,12.21,1.28,1.3196441,452083261751423.0,Gas Giant
1186,121.0,8.62,42.462540000000004,3.8169999999999997,0.262,0.15085557,3.45946840223867e+16,Gas Giant
1187,286.0,8.39,2109.39576,12.43,3.167126,5.6,25104756567473.746,Gas Giant
1188,19.0,7.49,13.6,3.685,2.94,8.1,11999469074165.166,Neptune-like
1189,236.0,9.955,1189.3200000000002,12.76,5.15,12.0,5467258096916.505,Gas Giant
1190,457.0,8.21,403.86,13.42,1.11,0.9924709,799275507596571.4,Gas Giant
1191,1917.0,7.40521,6665.280000000001,11.88,1.42,1.8,242989248751844.6,Gas Giant
1192,278.0,8.09,228.006,13.75,1.332,1.3634497,423500402206460.7,Gas Giant
1193,83.0,6.51,8.9,2.871,0.0777,0.022176592,1.6008198303582781e+18,Neptune-like
1194,83.0,6.51,3.5,1.69,0.141,0.05448323,199263759574949.94,Super Earth
1195,83.0,6.51,12.7,3.5420000000000003,0.424,0.28336754,9804644886966498.0,Neptune-like
1196,1292.0,8.57,362.52,13.42,1.24,1.4,401676105079579.94,Gas Giant
1197,106.0,6.81828,6677.647019999999,11.88,6.91483,17.7,2512959768763.691,Gas Giant
1198,600.0,8.44,795.0,12.979999999999999,130.0,957.3,859084633.211337,Gas Giant
1199,70.0,7.76,8.3,2.12,0.0805,0.026009582,874353932465398.2,Super Earth
1200,371.0,8.05,624.552,13.2,1.26,1.1876796,558127568231318.56,Gas Giant
1201,138.0,8.0,2666.7193800000005,12.32,6.29367,15.6,3235063962672.488,Gas Giant
1202,106.0,7.93,740.94,13.09,1.864,2.7,107995221667486.48,Gas Giant
1203,179.0,9.1,139.92,14.08,1.11,1.2027378,544239611445604.5,Gas Giant
1204,362.0,5.72916,308.46,13.53,1.08,0.84982884,1090107023725101.5,Gas Giant
1205,59.0,7.56727,22.2481,4.928,0.12,0.046543464,3.634248864707196e+17,Neptune-like
1206,478.0,7.65,391.14,13.42,1.98,2.3,148825173148577.84,Gas Giant
1208,257.0,5.64,2607.6,12.32,0.81,0.5043121,3095517701520646.0,Gas Giant
1209,77.0,10.56,12.9,3.575,0.243,0.15112936,3.4469452247897452e+16,Neptune-like
1210,343.0,5.62,629.64,13.09,0.72,0.39507186,5044055708335538.0,Gas Giant
1211,192.0,9.61,496.08000000000004,13.309999999999999,1.134,1.3675565,420960660736094.44,Gas Giant
